epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,32.0044,1.09234,1.92491,1.02515,1.17388,0.51489,0.55991,0.50158,0.31827,0.51952,0.53192,0.47429,0.24257,1.29303,3.5089,2.05885,1.56479,0.00148546,0.00148546,0.00148546
13,34.8215,1.04402,1.92652,1.06524,1.17755,0.46691,0.52469,0.47589,0.29315,0.46649,0.51379,0.44828,0.24541,1.30922,2.71467,2.47651,1.52488,0.00146896,0.00146896,0.00146896
14,37.3234,1.03031,1.83324,1.0233,1.17606,0.36218,0.46772,0.3811,0.23629,0.36978,0.39069,0.35116,0.19972,1.32235,2.85049,2.05943,1.53536,0.00145246,0.00145246,0.00145246
15,39.7302,1.02533,1.92945,0.99599,1.14515,0.48196,0.49519,0.46067,0.28783,0.43935,0.45068,0.37191,0.17601,1.32054,3.44007,1.71772,1.48677,0.00143595,0.00143595,0.00143595
16,42.2186,1.00907,1.87233,0.94115,1.16803,0.59659,0.65859,0.57904,0.38287,0.57569,0.63463,0.54275,0.31806,1.20127,2.48329,1.46183,1.4762,0.00141945,0.00141945,0.00141945
17,44.7721,0.98099,1.77365,0.95822,1.12564,0.44978,0.64382,0.54215,0.36278,0.51676,0.52792,0.51166,0.30135,1.11528,2.38382,1.43445,1.40289,0.00140295,0.00140295,0.00140295
18,47.329,0.96248,1.70922,0.92327,1.12819,0.48753,0.69808,0.57096,0.37786,0.46152,0.62293,0.48559,0.27119,1.13704,2.42807,1.22038,1.37772,0.00138644,0.00138644,0.00138644
19,49.8897,1.02986,1.90904,0.92339,1.17533,0.52664,0.60727,0.51607,0.32748,0.48735,0.54735,0.44446,0.25818,1.27954,2.41467,1.26585,1.43158,0.00136994,0.00136994,0.00136994
20,52.6074,0.98382,1.69042,0.92761,1.12707,0.56881,0.55248,0.54313,0.35333,0.51727,0.50378,0.4508,0.22006,1.22054,3.15261,1.28935,1.37299,0.00135344,0.00135344,0.00135344
21,55.0312,0.97908,1.72928,0.8791,1.1121,0.66264,0.57105,0.60047,0.38086,0.62556,0.55076,0.56226,0.33232,1.29111,2.34104,1.26256,1.46611,0.00133693,0.00133693,0.00133693
22,57.6077,0.99405,1.73881,0.9259,1.12854,0.63323,0.50095,0.58881,0.39904,0.60723,0.47646,0.53682,0.32621,1.19578,2.32213,1.32382,1.3571,0.00132043,0.00132043,0.00132043
23,60.0965,0.89904,1.55206,0.80195,1.06316,0.58364,0.63658,0.61928,0.42946,0.59383,0.62518,0.59684,0.35494,1.11407,2.07239,1.13786,1.27634,0.00130393,0.00130393,0.00130393
24,62.6413,0.97371,1.76176,0.92599,1.1427,0.59069,0.5239,0.58415,0.3902,0.57675,0.4824,0.54149,0.32622,1.133,2.18178,1.33803,1.29905,0.00128742,0.00128742,0.00128742
25,65.0373,0.90031,1.5203,0.82834,1.07812,0.50975,0.61314,0.60144,0.41539,0.52001,0.56779,0.55818,0.34897,1.13213,2.19816,1.18468,1.30645,0.00127092,0.00127092,0.00127092
26,67.5134,0.88968,1.63674,0.82501,1.06285,0.53235,0.6457,0.58464,0.39735,0.63494,0.50025,0.51233,0.31681,1.09957,2.22062,1.16808,1.29595,0.00125442,0.00125442,0.00125442
27,69.8776,0.88245,1.60875,0.83587,1.09603,0.50822,0.60126,0.49957,0.32761,0.4826,0.53821,0.44544,0.27632,1.18111,2.16599,1.49792,1.39314,0.00123791,0.00123791,0.00123791
28,72.4891,0.86359,1.43745,0.76667,1.09267,0.60107,0.66459,0.58278,0.42099,0.58423,0.64577,0.55116,0.34762,1.00939,2.26242,1.14448,1.19531,0.00122141,0.00122141,0.00122141
29,74.846,0.87363,1.52309,0.77274,1.06417,0.60516,0.64689,0.62674,0.44976,0.59199,0.65174,0.62316,0.38367,1.02416,2.22927,1.20943,1.19505,0.00120491,0.00120491,0.00120491
30,77.3306,0.87729,1.54892,0.79778,1.08372,0.62125,0.69961,0.65906,0.45125,0.59188,0.66965,0.6003,0.37308,1.02516,2.06625,1.04832,1.21415,0.0011884,0.0011884,0.0011884
31,79.7803,0.87637,1.54543,0.76531,1.08057,0.64816,0.61852,0.64176,0.44106,0.62955,0.60405,0.59403,0.37566,1.06718,2.13649,1.02943,1.26615,0.0011719,0.0011719,0.0011719
32,82.2832,0.82536,1.49457,0.70602,1.01727,0.60228,0.66031,0.62213,0.41827,0.57654,0.62778,0.54824,0.309,1.04525,2.41864,1.05516,1.22808,0.0011554,0.0011554,0.0011554
33,84.7377,0.80625,1.48237,0.73416,1.01038,0.62429,0.68679,0.68133,0.48477,0.59259,0.67822,0.61889,0.38809,0.93407,2.30398,0.95757,1.13338,0.00113889,0.00113889,0.00113889
34,87.2865,0.81395,1.41979,0.69682,1.05893,0.69811,0.66507,0.69245,0.49684,0.67078,0.64225,0.63858,0.40636,0.92386,2.12803,0.89542,1.14753,0.00112239,0.00112239,0.00112239
35,89.9805,0.82783,1.40821,0.69513,1.04361,0.60773,0.73114,0.68176,0.48278,0.64513,0.64398,0.63512,0.38722,0.99208,1.98654,0.93941,1.19761,0.00110589,0.00110589,0.00110589
36,92.421,0.81397,1.49006,0.70498,1.03485,0.65097,0.71075,0.7063,0.47506,0.62725,0.68591,0.64443,0.39024,1.07127,2.12621,0.97356,1.33055,0.00108938,0.00108938,0.00108938
37,94.8653,0.81249,1.42118,0.72613,1.05188,0.63154,0.66196,0.66827,0.46447,0.63145,0.61679,0.61571,0.38152,0.97646,2.12211,1.00571,1.17023,0.00107288,0.00107288,0.00107288
38,97.3816,0.80314,1.42031,0.75338,1.01981,0.64704,0.67482,0.66993,0.46891,0.65441,0.59434,0.58543,0.35652,0.95819,2.08517,1.02307,1.1713,0.00105638,0.00105638,0.00105638
39,99.7739,0.79933,1.43738,0.71722,1.0572,0.61333,0.62181,0.63535,0.45147,0.61573,0.58718,0.60791,0.36427,1.03143,2.22749,1.08801,1.2107,0.00103987,0.00103987,0.00103987
40,102.279,0.80766,1.50782,0.72423,1.06355,0.61031,0.67822,0.66503,0.48286,0.62269,0.63456,0.62797,0.39233,0.94609,2.0631,0.92716,1.17142,0.00102337,0.00102337,0.00102337
41,104.95,0.77703,1.44946,0.66785,1.02715,0.67188,0.62091,0.64951,0.45896,0.6659,0.61684,0.62684,0.38031,0.97465,2.26506,0.98658,1.19499,0.00100687,0.00100687,0.00100687
42,107.426,0.79216,1.44719,0.71477,1.03776,0.67803,0.68591,0.72418,0.51798,0.67015,0.61444,0.64454,0.39903,0.95011,2.03702,0.89152,1.1654,0.000990365,0.000990365,0.000990365
43,109.897,0.77597,1.40119,0.65418,1.00884,0.58465,0.74668,0.67461,0.48266,0.64282,0.57136,0.61932,0.36873,0.95613,2.03933,0.93246,1.16251,0.000973861,0.000973861,0.000973861
44,112.468,0.79464,1.3459,0.69647,1.03965,0.59297,0.72529,0.64088,0.48473,0.56881,0.69533,0.60234,0.39025,0.91598,2.0613,0.92891,1.13824,0.000957358,0.000957358,0.000957358
45,114.903,0.77511,1.39896,0.65758,1.02089,0.62343,0.70306,0.67773,0.48437,0.61297,0.67473,0.61885,0.38407,0.97821,2.03789,1.03612,1.17648,0.000940855,0.000940855,0.000940855
46,117.329,0.76098,1.37512,0.65996,1.01968,0.73136,0.63452,0.71309,0.50929,0.69873,0.5935,0.63579,0.40375,0.97429,2.06668,0.98481,1.16253,0.000924352,0.000924352,0.000924352
47,119.753,0.72282,1.25107,0.61311,0.97334,0.75893,0.6705,0.73229,0.53902,0.72372,0.63131,0.67063,0.43585,0.86377,1.94156,0.84249,1.10498,0.000907848,0.000907848,0.000907848
48,122.5,0.72159,1.29199,0.61981,0.99567,0.66357,0.68595,0.69114,0.51484,0.64081,0.65855,0.64507,0.42106,0.972,2.01275,0.88457,1.20319,0.000891345,0.000891345,0.000891345
49,124.866,0.74637,1.37171,0.626,0.99444,0.65942,0.74928,0.68715,0.50051,0.63006,0.71503,0.64872,0.41769,0.90353,1.97254,0.90128,1.12643,0.000874842,0.000874842,0.000874842
50,127.229,0.73783,1.31778,0.62374,0.98985,0.66459,0.73902,0.70077,0.51773,0.68865,0.67474,0.65551,0.43132,0.87498,1.96574,0.84329,1.11932,0.000858338,0.000858338,0.000858338
51,129.683,0.75822,1.32667,0.62693,1.01768,0.66507,0.75432,0.74349,0.53102,0.68095,0.67959,0.66982,0.42922,0.9155,2.00153,0.83287,1.17164,0.000841835,0.000841835,0.000841835
52,132.056,0.72131,1.26298,0.62753,0.99823,0.76706,0.65961,0.73736,0.52653,0.6515,0.668,0.66142,0.42403,0.90953,2.015,0.88651,1.18774,0.000825332,0.000825332,0.000825332
53,134.519,0.72272,1.29097,0.62269,0.9882,0.75915,0.662,0.72737,0.53845,0.7167,0.65943,0.68627,0.44158,0.91319,1.95274,0.83975,1.18181,0.000808828,0.000808828,0.000808828
54,136.984,0.69747,1.21141,0.61908,0.99629,0.69041,0.72961,0.71534,0.51362,0.65385,0.68796,0.65564,0.42193,0.94229,1.98555,0.89599,1.19133,0.000792325,0.000792325,0.000792325
55,139.429,0.72522,1.28834,0.58916,0.98364,0.69966,0.71338,0.74318,0.54423,0.71634,0.61882,0.67637,0.43651,0.88587,1.94265,0.89423,1.13438,0.000775822,0.000775822,0.000775822
56,142.22,0.69511,1.30673,0.58512,0.97873,0.66385,0.78554,0.73673,0.55594,0.64164,0.68763,0.6603,0.42957,0.8624,1.92944,0.8475,1.12523,0.000759318,0.000759318,0.000759318
57,144.738,0.72791,1.24482,0.58906,0.98914,0.74824,0.6876,0.73875,0.54564,0.72053,0.6494,0.68207,0.4368,0.91357,1.88463,0.82127,1.17206,0.000742815,0.000742815,0.000742815
58,147.163,0.67802,1.23049,0.57315,0.97643,0.73267,0.69745,0.72135,0.54027,0.683,0.65183,0.65364,0.43571,0.86396,1.83608,0.76074,1.13645,0.000726312,0.000726312,0.000726312
59,149.592,0.70392,1.25894,0.56572,0.99154,0.69499,0.68609,0.69509,0.52974,0.65177,0.64608,0.6153,0.42309,0.82462,1.77956,0.76389,1.08755,0.000709809,0.000709809,0.000709809
60,152.019,0.69796,1.2195,0.57751,0.98466,0.69856,0.69727,0.70972,0.52828,0.64906,0.65142,0.61068,0.40465,0.8364,1.9032,0.81552,1.08997,0.000693305,0.000693305,0.000693305
61,154.484,0.70255,1.23275,0.56976,0.98231,0.71845,0.70478,0.72724,0.54233,0.68967,0.6517,0.64173,0.41141,0.88043,1.90414,0.79101,1.14097,0.000676802,0.000676802,0.000676802
62,156.867,0.65854,1.10939,0.50369,0.96071,0.70421,0.73005,0.75739,0.55854,0.62856,0.69802,0.6781,0.43583,0.87679,1.93923,0.75099,1.12035,0.000660299,0.000660299,0.000660299
63,159.363,0.67692,1.18319,0.57703,0.97249,0.71115,0.71416,0.73277,0.53638,0.68323,0.68586,0.65076,0.43045,0.85258,1.86492,0.74046,1.12293,0.000643795,0.000643795,0.000643795
64,162.007,0.6977,1.23876,0.55955,0.96297,0.67131,0.73383,0.72848,0.53168,0.69106,0.6431,0.62902,0.42097,0.85663,1.85966,0.7597,1.1075,0.000627292,0.000627292,0.000627292
65,164.481,0.66797,1.14653,0.53515,0.96386,0.65906,0.76461,0.74052,0.53251,0.70154,0.63181,0.63144,0.41738,0.88585,1.85455,0.77006,1.13473,0.000610789,0.000610789,0.000610789
66,166.996,0.68723,1.21637,0.53987,0.98191,0.75549,0.72376,0.7284,0.53735,0.72268,0.6824,0.66481,0.43978,0.84443,1.8126,0.80808,1.11704,0.000594286,0.000594286,0.000594286
67,169.505,0.66805,1.25823,0.56688,1.01069,0.74504,0.70879,0.74301,0.58006,0.72608,0.66112,0.67974,0.46642,0.80139,1.84211,0.7386,1.07215,0.000577782,0.000577782,0.000577782
68,172.143,0.67242,1.19718,0.56267,0.98453,0.64273,0.76976,0.71998,0.55085,0.62103,0.71928,0.66582,0.44483,0.84007,1.98205,0.75286,1.0916,0.000561279,0.000561279,0.000561279
69,174.639,0.66907,1.2213,0.55769,0.97891,0.70943,0.73675,0.74581,0.57084,0.69935,0.69893,0.69006,0.46005,0.81586,1.88739,0.73639,1.07382,0.000544776,0.000544776,0.000544776
70,177.071,0.64418,1.09031,0.50875,0.96909,0.67691,0.78606,0.74074,0.55009,0.6583,0.7425,0.68901,0.45307,0.83915,1.80565,0.73643,1.10868,0.000528272,0.000528272,0.000528272
71,179.442,0.65417,1.23325,0.55745,0.98962,0.72758,0.75269,0.76189,0.5734,0.66043,0.68419,0.6753,0.44797,0.83832,1.78764,0.72004,1.08906,0.000511769,0.000511769,0.000511769
72,182.123,0.65908,1.15879,0.52292,0.97048,0.68724,0.73645,0.75115,0.56331,0.67833,0.6705,0.67074,0.45115,0.80686,1.8975,0.74278,1.08476,0.000495266,0.000495266,0.000495266
73,184.496,0.64998,1.07099,0.49751,0.96252,0.69312,0.77836,0.74725,0.56608,0.64433,0.72273,0.67151,0.44913,0.77577,1.957,0.73041,1.06793,0.000478762,0.000478762,0.000478762
74,186.967,0.63839,1.12251,0.47818,0.94719,0.77934,0.70013,0.74183,0.55582,0.71513,0.65552,0.65863,0.44747,0.79298,1.90845,0.71003,1.11602,0.000462259,0.000462259,0.000462259
75,189.443,0.62895,1.06893,0.47389,0.95299,0.75937,0.71075,0.75367,0.56108,0.70542,0.66519,0.67541,0.44589,0.80298,1.8457,0.72462,1.10634,0.000445756,0.000445756,0.000445756
76,191.916,0.61393,1.01088,0.45964,0.9326,0.69007,0.74071,0.73419,0.55048,0.66723,0.68195,0.66766,0.43673,0.8116,1.89087,0.75069,1.11317,0.000429253,0.000429253,0.000429253
77,194.378,0.60492,1.03568,0.47822,0.92761,0.72311,0.73622,0.75164,0.56241,0.68261,0.70768,0.67956,0.44976,0.80339,1.87696,0.74557,1.09207,0.000412749,0.000412749,0.000412749
78,196.906,0.60313,1.08136,0.45486,0.93837,0.72875,0.78265,0.77054,0.58791,0.65637,0.78521,0.70328,0.47211,0.7906,1.89126,0.69664,1.07712,0.000396246,0.000396246,0.000396246
79,199.337,0.63088,1.12127,0.46914,0.93431,0.75235,0.74071,0.77686,0.5964,0.68586,0.74584,0.73178,0.48124,0.77664,1.90038,0.70125,1.05889,0.000379743,0.000379743,0.000379743
80,202.003,0.5751,1.00057,0.45995,0.92462,0.74296,0.76682,0.77281,0.58475,0.71304,0.72846,0.71677,0.47497,0.82373,1.92506,0.72692,1.12995,0.000363239,0.000363239,0.000363239
81,204.334,0.59597,1.08559,0.46251,0.92567,0.73074,0.76723,0.77568,0.59535,0.72322,0.67907,0.70212,0.48183,0.8135,1.89581,0.72649,1.11912,0.000346736,0.000346736,0.000346736
82,206.863,0.59713,0.98865,0.45655,0.91945,0.72835,0.79471,0.78225,0.59903,0.7068,0.71323,0.70507,0.48168,0.81544,1.92058,0.75341,1.13418,0.000330233,0.000330233,0.000330233
83,209.317,0.59384,0.9979,0.47601,0.92389,0.74308,0.77067,0.7638,0.59391,0.69865,0.72016,0.68979,0.4787,0.80186,1.82364,0.77408,1.1265,0.000313729,0.000313729,0.000313729
84,211.866,0.60745,1.05149,0.46508,0.93088,0.6935,0.7065,0.7138,0.56175,0.67255,0.68166,0.65706,0.44053,0.77763,1.8377,0.74702,1.08012,0.000297226,0.000297226,0.000297226
85,214.341,0.6218,1.03917,0.46501,0.95069,0.73969,0.73733,0.74126,0.57888,0.70591,0.70474,0.68158,0.46399,0.78561,1.80764,0.70828,1.09864,0.000280723,0.000280723,0.000280723
86,216.821,0.58076,0.968,0.4462,0.92685,0.73265,0.76466,0.76574,0.59858,0.70644,0.72444,0.68794,0.46742,0.72843,1.7877,0.65642,1.05158,0.00026422,0.00026422,0.00026422
87,219.265,0.58621,1.01681,0.45801,0.94063,0.71041,0.75269,0.75412,0.5755,0.71275,0.6457,0.67,0.44907,0.73621,1.83432,0.67794,1.06369,0.000247716,0.000247716,0.000247716
88,221.887,0.56338,0.98309,0.44261,0.91634,0.75963,0.70877,0.75256,0.57198,0.71822,0.67137,0.67484,0.46177,0.76123,1.84515,0.6876,1.0694,0.000231213,0.000231213,0.000231213
89,224.329,0.56099,0.9556,0.43471,0.90887,0.77768,0.68886,0.75158,0.58281,0.73422,0.68851,0.70038,0.47523,0.75825,1.8572,0.66957,1.07597,0.00021471,0.00021471,0.00021471
90,226.776,0.58284,0.95671,0.4447,0.92373,0.66962,0.82836,0.76284,0.58797,0.65355,0.7711,0.70321,0.47476,0.73907,1.81908,0.68559,1.05888,0.000198206,0.000198206,0.000198206
91,230.234,0.55004,0.96069,0.40466,0.92917,0.69002,0.79121,0.7534,0.57687,0.66737,0.69449,0.66685,0.46226,0.77283,1.77624,0.72252,1.07067,0.000181703,0.000181703,0.000181703
92,232.706,0.57065,0.928,0.42564,0.94704,0.70917,0.75705,0.76021,0.57899,0.70213,0.68908,0.68317,0.46425,0.76591,1.74854,0.73625,1.07373,0.0001652,0.0001652,0.0001652
93,235.103,0.54097,0.9063,0.38448,0.91144,0.77731,0.71832,0.75711,0.58641,0.75565,0.69835,0.71453,0.47394,0.76036,1.77574,0.72104,1.08476,0.000148696,0.000148696,0.000148696
94,237.343,0.51738,0.91429,0.38788,0.88983,0.78058,0.71693,0.75839,0.58449,0.76215,0.70067,0.70359,0.47353,0.75752,1.78081,0.69938,1.08543,0.000132193,0.000132193,0.000132193
95,239.814,0.55149,1.00752,0.40648,0.92352,0.75726,0.72806,0.74617,0.57386,0.75029,0.7176,0.7142,0.47795,0.76555,1.79762,0.67632,1.09371,0.00011569,0.00011569,0.00011569
96,242.093,0.55845,0.90446,0.39941,0.93072,0.69842,0.77151,0.7427,0.57063,0.68595,0.75353,0.70702,0.4725,0.74969,1.79647,0.66097,1.07876,9.91865e-05,9.91865e-05,9.91865e-05
97,244.324,0.54086,0.87746,0.39166,0.9263,0.70328,0.76178,0.75525,0.58546,0.76596,0.68348,0.71682,0.48068,0.74795,1.78985,0.65111,1.08376,8.26832e-05,8.26832e-05,8.26832e-05
98,246.656,0.51342,0.91126,0.37421,0.89195,0.71209,0.74584,0.74326,0.5822,0.74993,0.6765,0.69276,0.47403,0.74669,1.79395,0.65022,1.07611,6.61799e-05,6.61799e-05,6.61799e-05
99,249.046,0.54576,0.9252,0.38821,0.89518,0.71355,0.74412,0.7472,0.58457,0.74536,0.68043,0.6981,0.47173,0.74147,1.79771,0.65672,1.06373,4.96766e-05,4.96766e-05,4.96766e-05
100,251.348,0.52562,0.89298,0.37993,0.90745,0.69984,0.74412,0.74049,0.58098,0.74171,0.66965,0.69548,0.47222,0.7438,1.80324,0.66233,1.06429,3.31733e-05,3.31733e-05,3.31733e-05
