epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,91.578,1.07546,1.91392,1.03376,1.27433,0.3886,0.35753,0.23211,0.1221,0.39145,0.35501,0.2156,0.09247,1.9318,12.9171,6.92427,2.25129,0.00145246,0.00145246,0.00145246
15,98.0521,1.09133,2.00562,1.12201,1.29409,0.31858,0.46365,0.27166,0.14434,0.33508,0.34475,0.21635,0.10041,1.61568,7.7945,3.4783,2.00995,0.00143595,0.00143595,0.00143595
16,104.768,1.02645,1.84503,1.00294,1.23978,0.30809,0.60632,0.44755,0.27592,0.35415,0.55068,0.41671,0.21948,1.2849,2.90791,4.3025,1.7137,0.00141945,0.00141945,0.00141945
17,111.47,1.0037,1.79764,0.95012,1.22289,0.41941,0.45375,0.40573,0.24132,0.38202,0.40889,0.34121,0.15978,1.32267,2.95825,4.42048,1.71672,0.00140295,0.00140295,0.00140295
18,118.062,0.95325,1.77117,0.91527,1.19621,0.49839,0.63926,0.50222,0.32837,0.51026,0.61071,0.47889,0.25873,1.15602,2.77458,2.90463,1.59449,0.00138644,0.00138644,0.00138644
19,124.825,1.02234,1.88251,1.00424,1.24038,0.50995,0.55602,0.46913,0.30032,0.49869,0.52019,0.43758,0.24821,1.22717,2.81926,2.26614,1.67691,0.00136994,0.00136994,0.00136994
20,131.497,0.96352,1.81927,0.96454,1.20342,0.53096,0.5739,0.47676,0.30729,0.51504,0.55508,0.4478,0.23709,1.25651,3.098,2.44258,1.60851,0.00135344,0.00135344,0.00135344
21,138.107,0.95924,1.7442,0.93405,1.19253,0.46123,0.60292,0.50883,0.33586,0.47055,0.57552,0.47131,0.27131,1.1979,2.62846,2.09686,1.57132,0.00133693,0.00133693,0.00133693
22,144.779,0.95382,1.79707,0.87483,1.19358,0.50343,0.60032,0.53627,0.35013,0.50011,0.58834,0.50316,0.29182,1.13129,2.39808,2.13193,1.53804,0.00132043,0.00132043,0.00132043
23,151.142,0.91013,1.76221,0.89121,1.17651,0.41669,0.58611,0.47566,0.31878,0.43112,0.5661,0.4482,0.25317,1.12638,2.47133,1.91461,1.49741,0.00130393,0.00130393,0.00130393
24,157.247,0.94125,1.76121,0.88189,1.16025,0.47667,0.67316,0.51706,0.32939,0.49043,0.66547,0.48309,0.26841,1.05985,2.28298,1.5417,1.40648,0.00128742,0.00128742,0.00128742
25,163.362,0.9372,1.70573,0.84934,1.17362,0.55074,0.66625,0.58704,0.4083,0.60121,0.55588,0.53257,0.32758,1.06749,2.31863,1.2752,1.45024,0.00127092,0.00127092,0.00127092
26,169.611,0.90288,1.62729,0.85299,1.17471,0.49318,0.60299,0.49639,0.32258,0.46997,0.55767,0.44972,0.25327,1.21756,2.93468,1.69983,1.621,0.00125442,0.00125442,0.00125442
27,175.703,0.93732,1.75108,0.84106,1.19668,0.62032,0.6574,0.60073,0.40456,0.60251,0.5875,0.53535,0.32317,1.0784,2.32989,1.32635,1.43974,0.00123791,0.00123791,0.00123791
28,181.836,0.8953,1.62051,0.81295,1.15328,0.5642,0.64882,0.56437,0.40579,0.5816,0.59607,0.52829,0.33056,1.00539,2.23609,1.24456,1.37379,0.00122141,0.00122141,0.00122141
29,187.923,0.86639,1.56339,0.78929,1.13702,0.54742,0.68998,0.55076,0.3707,0.60064,0.60302,0.53294,0.31182,1.06563,2.18597,1.50375,1.47617,0.00120491,0.00120491,0.00120491
30,194.023,0.86009,1.58479,0.8014,1.13211,0.61967,0.63797,0.65422,0.46017,0.60151,0.61401,0.59926,0.36945,0.98178,2.26172,1.05621,1.3847,0.0011884,0.0011884,0.0011884
31,200.255,0.86492,1.62883,0.78015,1.15502,0.66718,0.55389,0.62889,0.43423,0.65344,0.55061,0.58989,0.35296,1.12891,2.21728,1.42171,1.55548,0.0011719,0.0011719,0.0011719
32,206.342,0.87029,1.57582,0.76557,1.13938,0.63906,0.71679,0.70671,0.47834,0.75198,0.56296,0.63783,0.39933,0.98808,1.99548,1.06942,1.34975,0.0011554,0.0011554,0.0011554
33,212.522,0.8196,1.63301,0.77067,1.10411,0.64037,0.67665,0.66352,0.46317,0.65569,0.60039,0.60275,0.38536,0.93319,2.03511,1.32658,1.32909,0.00113889,0.00113889,0.00113889
34,218.682,0.81996,1.51619,0.71901,1.11667,0.56215,0.662,0.5904,0.43228,0.55451,0.64465,0.55788,0.34871,0.96421,2.30312,1.34663,1.36092,0.00112239,0.00112239,0.00112239
35,224.765,0.84875,1.57871,0.70866,1.12386,0.67482,0.71522,0.71847,0.51485,0.66633,0.70046,0.68466,0.42431,0.91869,2.01518,1.06521,1.29973,0.00110589,0.00110589,0.00110589
36,231.07,0.82314,1.5249,0.70028,1.11331,0.65025,0.62586,0.65012,0.46318,0.61333,0.58926,0.60077,0.36328,0.98385,2.19117,1.17293,1.34788,0.00108938,0.00108938,0.00108938
37,237.135,0.81435,1.56212,0.7116,1.1133,0.62377,0.69027,0.64312,0.45986,0.58566,0.64405,0.58886,0.36942,0.97916,2.00582,1.11666,1.34173,0.00107288,0.00107288,0.00107288
38,243.238,0.80223,1.45479,0.69266,1.08878,0.62109,0.70513,0.64988,0.43984,0.58545,0.66469,0.60144,0.36976,1.15047,2.23752,1.18897,1.5529,0.00105638,0.00105638,0.00105638
39,249.286,0.84029,1.58682,0.75667,1.1337,0.6531,0.69908,0.65459,0.45573,0.62791,0.67168,0.60084,0.37791,0.99072,2.14793,1.11255,1.3862,0.00103987,0.00103987,0.00103987
40,255.363,0.84514,1.48542,0.73619,1.12975,0.61567,0.69269,0.5998,0.40396,0.59592,0.67738,0.56071,0.32947,0.98644,2.2306,1.09925,1.36317,0.00102337,0.00102337,0.00102337
41,261.411,0.79263,1.43971,0.67792,1.0866,0.59332,0.66808,0.59058,0.41707,0.57753,0.64906,0.57525,0.36276,1.013,2.22995,1.10801,1.41842,0.00100687,0.00100687,0.00100687
42,267.454,0.79939,1.4853,0.67237,1.09526,0.60678,0.668,0.63801,0.45354,0.61349,0.64437,0.59009,0.37514,1.01841,2.12748,1.01705,1.41087,0.000990365,0.000990365,0.000990365
43,273.576,0.76425,1.38505,0.65523,1.07239,0.63268,0.72141,0.71291,0.51328,0.59586,0.67288,0.62894,0.4097,0.92388,2.16899,0.90248,1.34396,0.000973861,0.000973861,0.000973861
44,279.742,0.80516,1.49626,0.71105,1.12476,0.65674,0.66092,0.67615,0.50028,0.60079,0.66027,0.62699,0.39943,0.88723,2.21239,0.98644,1.27927,0.000957358,0.000957358,0.000957358
45,285.791,0.75371,1.40139,0.64726,1.06087,0.61551,0.68346,0.64646,0.47222,0.65532,0.60218,0.61452,0.37953,0.97723,2.35476,1.11027,1.35693,0.000940855,0.000940855,0.000940855
46,291.862,0.77466,1.39785,0.64349,1.07985,0.60695,0.70309,0.63707,0.46446,0.60974,0.62863,0.59491,0.37258,0.90043,2.2608,1.1216,1.29711,0.000924352,0.000924352,0.000924352
47,297.926,0.77297,1.4613,0.63721,1.06068,0.63689,0.73646,0.68335,0.50061,0.58848,0.73302,0.62216,0.40145,0.89805,2.14902,0.96324,1.3384,0.000907848,0.000907848,0.000907848
48,304.202,0.75083,1.39636,0.61609,1.04679,0.7209,0.69027,0.69626,0.49948,0.68161,0.65174,0.63651,0.39934,0.91723,2.04894,0.93402,1.32759,0.000891345,0.000891345,0.000891345
49,310.296,0.74262,1.26771,0.59429,1.05403,0.68234,0.68423,0.6853,0.47746,0.66449,0.6248,0.62656,0.37186,0.95776,2.39849,1.0221,1.35956,0.000874842,0.000874842,0.000874842
50,316.337,0.73846,1.41455,0.62934,1.06567,0.66275,0.71848,0.70847,0.50729,0.644,0.6791,0.64414,0.40901,0.91206,2.19074,0.94093,1.32752,0.000858338,0.000858338,0.000858338
51,322.435,0.7599,1.40876,0.62707,1.08627,0.70379,0.63203,0.67887,0.50909,0.68348,0.60035,0.61687,0.41693,0.88382,2.06645,0.92719,1.29352,0.000841835,0.000841835,0.000841835
52,328.589,0.69975,1.26188,0.58343,1.03185,0.57959,0.73133,0.62419,0.45417,0.55469,0.69708,0.57842,0.36122,0.93645,2.20496,1.18766,1.37162,0.000825332,0.000825332,0.000825332
53,334.641,0.6912,1.26425,0.57374,1.01987,0.62603,0.68982,0.63673,0.46575,0.60496,0.69965,0.59093,0.37021,0.94053,2.33268,1.00307,1.37443,0.000808828,0.000808828,0.000808828
54,340.741,0.71663,1.42889,0.61883,1.04265,0.63526,0.66605,0.65121,0.46467,0.62058,0.61577,0.602,0.37034,0.96255,2.36485,1.14264,1.3924,0.000792325,0.000792325,0.000792325
55,346.787,0.718,1.31134,0.58981,1.05249,0.62609,0.78865,0.72293,0.53737,0.65415,0.65427,0.64918,0.42633,0.88477,2.11064,0.90104,1.29421,0.000775822,0.000775822,0.000775822
56,353.063,0.69377,1.2951,0.54915,1.0287,0.73796,0.66884,0.74222,0.55001,0.71815,0.63888,0.68682,0.4416,0.86763,2.12372,0.8822,1.28321,0.000759318,0.000759318,0.000759318
57,359.407,0.67,1.31036,0.55623,1.03586,0.71967,0.70867,0.73629,0.52952,0.69349,0.67994,0.66271,0.41565,0.86266,2.07569,0.87644,1.28058,0.000742815,0.000742815,0.000742815
58,365.507,0.66572,1.21931,0.53932,1.0087,0.68432,0.74327,0.75118,0.53622,0.6346,0.68387,0.67027,0.43466,0.90306,2.10588,0.9002,1.34393,0.000726312,0.000726312,0.000726312
59,371.516,0.67806,1.2964,0.57062,1.02434,0.72123,0.71503,0.73858,0.52707,0.67894,0.66108,0.64931,0.41714,0.91375,2.14339,0.87492,1.33342,0.000709809,0.000709809,0.000709809
60,377.633,0.66468,1.25829,0.54152,1.01357,0.70333,0.7176,0.72637,0.55184,0.68759,0.66877,0.66297,0.4551,0.85025,2.0496,0.85968,1.26715,0.000693305,0.000693305,0.000693305
61,383.893,0.67496,1.19194,0.53916,1.01754,0.70855,0.70899,0.73667,0.56789,0.71638,0.66196,0.68312,0.4622,0.82952,2.1012,0.83332,1.24875,0.000676802,0.000676802,0.000676802
62,390.233,0.69844,1.27882,0.5576,1.02654,0.74625,0.70653,0.75593,0.55849,0.70137,0.6562,0.68418,0.44229,0.83422,2.11979,0.84905,1.23419,0.000660299,0.000660299,0.000660299
63,396.264,0.65427,1.18307,0.53322,1.00372,0.73372,0.67316,0.70798,0.53243,0.68113,0.63635,0.64214,0.41898,0.82481,2.13565,0.96976,1.25565,0.000643795,0.000643795,0.000643795
64,402.36,0.64949,1.22582,0.53024,1.01616,0.80105,0.69368,0.75192,0.55237,0.73479,0.63632,0.65958,0.42871,0.82175,1.99884,0.82587,1.26089,0.000627292,0.000627292,0.000627292
65,408.354,0.65191,1.1695,0.5028,1.01593,0.73694,0.73061,0.77133,0.57493,0.68403,0.68136,0.67844,0.45314,0.79646,1.91284,0.74432,1.22656,0.000610789,0.000610789,0.000610789
66,414.648,0.65903,1.27745,0.51836,1.02654,0.75225,0.72409,0.76615,0.57452,0.70989,0.69621,0.70606,0.46093,0.81405,1.81642,0.82012,1.26055,0.000594286,0.000594286,0.000594286
67,420.868,0.65567,1.22552,0.5265,1.00483,0.75317,0.69536,0.74839,0.55314,0.70633,0.66216,0.65961,0.42961,0.84803,1.85103,0.83473,1.30356,0.000577782,0.000577782,0.000577782
68,426.982,0.61924,1.17234,0.48482,0.9933,0.71354,0.71503,0.73624,0.56753,0.70846,0.66634,0.68849,0.45275,0.82646,1.92561,0.79775,1.29338,0.000561279,0.000561279,0.000561279
69,433.075,0.6269,1.19636,0.53515,0.99769,0.69423,0.75645,0.76233,0.59381,0.68854,0.74412,0.72188,0.47279,0.7797,1.93728,0.73568,1.24325,0.000544776,0.000544776,0.000544776
70,439.432,0.63359,1.21849,0.50422,0.99183,0.74192,0.66881,0.73835,0.55786,0.7385,0.62412,0.6883,0.43373,0.78694,1.95515,0.86301,1.22844,0.000528272,0.000528272,0.000528272
71,445.541,0.59703,1.11996,0.46023,0.99083,0.78303,0.65302,0.74832,0.56347,0.7876,0.60548,0.68168,0.43708,0.81119,1.90819,0.8883,1.23579,0.000511769,0.000511769,0.000511769
72,451.709,0.62148,1.1211,0.463,0.98414,0.7146,0.71078,0.74954,0.55952,0.78562,0.6235,0.67708,0.44442,0.82193,1.85822,0.83964,1.27095,0.000495266,0.000495266,0.000495266
73,457.805,0.62285,1.1669,0.47251,0.99104,0.69963,0.73815,0.75958,0.56056,0.66121,0.66196,0.64157,0.4264,0.82823,1.98388,0.82981,1.28263,0.000478762,0.000478762,0.000478762
74,463.885,0.6209,1.11437,0.48642,0.99193,0.70786,0.71253,0.73437,0.54711,0.65847,0.65899,0.61648,0.40526,0.81179,2.01891,0.88281,1.26739,0.000462259,0.000462259,0.000462259
75,469.913,0.61808,1.11867,0.49119,0.99358,0.80474,0.68851,0.77369,0.58602,0.77625,0.64145,0.68691,0.44617,0.79586,2.02299,0.77784,1.26379,0.000445756,0.000445756,0.000445756
76,476.016,0.60677,1.16554,0.46629,0.98141,0.7044,0.72104,0.74281,0.56766,0.65967,0.67225,0.65925,0.42724,0.7947,2.04142,0.80641,1.24164,0.000429253,0.000429253,0.000429253
77,482.166,0.59161,1.1334,0.44776,0.9758,0.69613,0.78433,0.77697,0.58857,0.67086,0.73106,0.69032,0.45937,0.76711,1.92216,0.74559,1.22357,0.000412749,0.000412749,0.000412749
78,488.24,0.57208,1.06682,0.43195,0.96405,0.70602,0.76807,0.78734,0.58979,0.72735,0.66709,0.70355,0.4748,0.79597,1.87767,0.7329,1.24723,0.000396246,0.000396246,0.000396246
79,494.311,0.57296,1.06515,0.43606,0.97951,0.75627,0.72785,0.7626,0.57087,0.71543,0.65167,0.67974,0.45372,0.81537,1.86026,0.74069,1.27468,0.000379743,0.000379743,0.000379743
80,500.365,0.59058,1.09037,0.45132,0.97627,0.69715,0.75954,0.7558,0.56709,0.64383,0.69961,0.66024,0.44408,0.79885,1.83868,0.77279,1.25592,0.000363239,0.000363239,0.000363239
81,506.389,0.57967,1.03985,0.45304,0.97707,0.73588,0.7484,0.75344,0.57198,0.7266,0.64485,0.65807,0.45134,0.77919,1.90831,0.7948,1.22728,0.000346736,0.000346736,0.000346736
82,512.438,0.55981,1.03183,0.44841,0.9644,0.76012,0.7314,0.72027,0.55267,0.72893,0.70141,0.65661,0.439,0.76958,1.98143,0.80123,1.23311,0.000330233,0.000330233,0.000330233
83,518.458,0.56361,1.04441,0.43672,0.95698,0.74796,0.72521,0.7131,0.55433,0.71996,0.70085,0.6688,0.44772,0.76504,2.14237,0.79379,1.2431,0.000313729,0.000313729,0.000313729
84,524.532,0.56173,1.05988,0.42111,0.95051,0.6927,0.78235,0.77361,0.58209,0.79397,0.61213,0.68308,0.45986,0.79084,2.10048,0.77481,1.25713,0.000297226,0.000297226,0.000297226
85,530.545,0.55137,1.0188,0.41155,0.94841,0.75505,0.75097,0.79025,0.59363,0.69461,0.69617,0.6901,0.45481,0.79824,2.07055,0.75279,1.26781,0.000280723,0.000280723,0.000280723
86,536.683,0.56558,1.0501,0.40742,0.95045,0.80516,0.72238,0.79535,0.58506,0.74593,0.67416,0.68877,0.45335,0.78983,1.99393,0.73352,1.25005,0.00026422,0.00026422,0.00026422
87,542.853,0.57578,1.11745,0.42641,0.97408,0.78939,0.72364,0.77982,0.58084,0.73526,0.67742,0.68213,0.45771,0.80021,1.99658,0.69891,1.24997,0.000247716,0.000247716,0.000247716
88,549.02,0.55486,1.0319,0.41811,0.96542,0.78915,0.74928,0.76399,0.58895,0.75196,0.71503,0.6963,0.46542,0.75957,1.93557,0.68705,1.21425,0.000231213,0.000231213,0.000231213
89,555.056,0.54608,1.00154,0.38137,0.9484,0.80877,0.73449,0.78091,0.60741,0.74917,0.68423,0.69084,0.46635,0.75086,1.94488,0.68969,1.20561,0.00021471,0.00021471,0.00021471
90,561.258,0.53414,1.00034,0.39921,0.95735,0.77386,0.74335,0.77945,0.60305,0.68902,0.70731,0.68457,0.46757,0.75479,1.92683,0.6878,1.1987,0.000198206,0.000198206,0.000198206
91,568.289,0.5166,1.01414,0.39587,0.9666,0.75618,0.77576,0.77324,0.59802,0.68793,0.71071,0.68928,0.47116,0.74992,1.93803,0.68632,1.23013,0.000181703,0.000181703,0.000181703
92,574.377,0.50981,0.96009,0.37812,0.93344,0.75956,0.74205,0.76122,0.59485,0.70904,0.69246,0.66979,0.45782,0.748,2.00163,0.73888,1.23548,0.0001652,0.0001652,0.0001652
93,580.362,0.49463,0.93252,0.35401,0.93624,0.77853,0.74474,0.77599,0.6058,0.72722,0.69886,0.67928,0.46562,0.74959,1.92479,0.73092,1.22808,0.000148696,0.000148696,0.000148696
94,586.302,0.49283,0.93246,0.37578,0.92526,0.78996,0.75269,0.78319,0.6034,0.73755,0.70474,0.69162,0.47007,0.74143,1.90753,0.73596,1.20546,0.000132193,0.000132193,0.000132193
95,592.384,0.47676,0.91146,0.3332,0.91459,0.80833,0.7176,0.78572,0.60279,0.80024,0.62431,0.68466,0.46497,0.76396,1.98052,0.72483,1.2239,0.00011569,0.00011569,0.00011569
96,598.437,0.49342,0.915,0.34871,0.92714,0.80219,0.73983,0.78925,0.6019,0.73471,0.68405,0.68491,0.46551,0.76954,1.94011,0.6899,1.25725,9.91865e-05,9.91865e-05,9.91865e-05
97,604.399,0.49872,0.93411,0.34528,0.92996,0.80457,0.73922,0.7846,0.60656,0.74536,0.6739,0.68494,0.47087,0.76581,1.95536,0.68985,1.26713,8.26832e-05,8.26832e-05,8.26832e-05
98,610.542,0.46169,0.87243,0.32782,0.91379,0.81247,0.73983,0.78675,0.61055,0.73981,0.66963,0.68591,0.47043,0.75754,2.00281,0.68319,1.26112,6.61799e-05,6.61799e-05,6.61799e-05
99,616.7,0.48711,0.88335,0.35292,0.93959,0.80942,0.7409,0.79246,0.61149,0.73816,0.68381,0.69059,0.46931,0.7661,1.95103,0.68566,1.26457,4.96766e-05,4.96766e-05,4.96766e-05
100,622.902,0.49445,0.93352,0.33976,0.94958,0.82248,0.74492,0.79451,0.61058,0.81463,0.63713,0.68923,0.4676,0.75987,1.9706,0.68204,1.24774,3.31733e-05,3.31733e-05,3.31733e-05
