epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,117.441,0.76577,1.43005,0.7502,0.98958,0.57044,0.72536,0.61267,0.44054,0.54194,0.68149,0.5447,0.36124,0.99632,2.16288,1.04413,1.19286,0.000874842,0.000874842,0.000874842
50,119.658,0.78628,1.38623,0.75261,0.99644,0.62263,0.67657,0.61591,0.45387,0.6071,0.63949,0.55807,0.3601,0.91841,2.08279,0.95239,1.12947,0.000858338,0.000858338,0.000858338
51,121.875,0.78393,1.36324,0.7367,1.00979,0.65895,0.61546,0.63571,0.47034,0.64074,0.59664,0.59768,0.39672,0.9057,1.99577,0.90987,1.11827,0.000841835,0.000841835,0.000841835
52,124.319,0.78627,1.30926,0.76426,1.01058,0.68681,0.64995,0.67328,0.48584,0.68608,0.63541,0.62592,0.41158,0.90084,1.84211,0.85521,1.14047,0.000825332,0.000825332,0.000825332
53,126.529,0.77429,1.34646,0.74234,0.99731,0.65377,0.71328,0.67309,0.49119,0.61911,0.68504,0.60194,0.41038,0.87879,1.86419,0.79145,1.13692,0.000808828,0.000808828,0.000808828
54,128.808,0.74898,1.30888,0.77066,1.00363,0.6469,0.69189,0.67189,0.50997,0.6323,0.67562,0.63133,0.42215,0.8216,1.96746,0.80402,1.06476,0.000792325,0.000792325,0.000792325
55,131.04,0.77352,1.36789,0.71907,0.9852,0.67732,0.6594,0.67116,0.50682,0.67699,0.64017,0.63384,0.41495,0.82806,2.00329,0.83554,1.04919,0.000775822,0.000775822,0.000775822
56,133.312,0.7279,1.37192,0.67884,0.97474,0.66364,0.69558,0.65797,0.49267,0.63311,0.65995,0.58664,0.39135,0.90557,1.95239,0.9258,1.08907,0.000759318,0.000759318,0.000759318
57,135.606,0.75176,1.33845,0.70559,0.97351,0.61882,0.72269,0.6481,0.47809,0.58209,0.67298,0.58493,0.38899,0.87297,1.8651,0.86624,1.11829,0.000742815,0.000742815,0.000742815
58,137.792,0.72795,1.34617,0.68221,0.98375,0.69129,0.68118,0.68791,0.50326,0.65139,0.64615,0.62131,0.40292,0.86377,1.86117,0.84583,1.11991,0.000726312,0.000726312,0.000726312
59,139.989,0.74617,1.339,0.67616,0.98435,0.67162,0.63095,0.6527,0.49055,0.6333,0.63065,0.60938,0.39858,0.83705,1.86306,0.87035,1.04822,0.000709809,0.000709809,0.000709809
60,142.459,0.71842,1.28327,0.69471,0.97061,0.60695,0.73727,0.64146,0.49029,0.64026,0.64904,0.60631,0.40282,0.81574,1.99392,0.84484,1.03321,0.000693305,0.000693305,0.000693305
