epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,62.8376,0.89602,1.64475,0.93498,1.05546,0.63404,0.59698,0.63438,0.447,0.65035,0.57815,0.60748,0.37454,0.96801,2.23514,1.23437,1.12716,0.00127092,0.00127092,0.00127092
26,65.2098,0.85486,1.5249,0.92531,1.04752,0.6876,0.55751,0.64677,0.44418,0.65681,0.59698,0.62391,0.39336,1.06806,2.23214,1.10295,1.18057,0.00125442,0.00125442,0.00125442
27,67.5928,0.88422,1.58794,0.92703,1.06311,0.62323,0.61766,0.58807,0.40264,0.60709,0.60554,0.57317,0.32453,1.03384,2.42385,1.2135,1.17187,0.00123791,0.00123791,0.00123791
28,69.9962,0.87183,1.48754,0.89262,1.02876,0.6109,0.63168,0.63361,0.43548,0.60894,0.62996,0.59622,0.35948,1.05356,2.14118,1.09771,1.1715,0.00122141,0.00122141,0.00122141
29,72.376,0.88438,1.51199,0.88493,1.05093,0.55558,0.66287,0.61059,0.42762,0.66234,0.53668,0.56511,0.34953,0.98547,2.1102,1.15329,1.13621,0.00120491,0.00120491,0.00120491
30,74.7662,0.8519,1.47213,0.87278,1.02703,0.53974,0.62509,0.58542,0.4017,0.52775,0.58223,0.52643,0.33133,1.02611,2.05628,1.32797,1.18964,0.0011884,0.0011884,0.0011884
31,77.1614,0.8374,1.49331,0.87234,1.02823,0.59421,0.59732,0.58895,0.41878,0.55558,0.55841,0.5287,0.33197,0.97934,2.08196,1.27319,1.15853,0.0011719,0.0011719,0.0011719
32,79.5723,0.85228,1.50893,0.85732,1.02382,0.65647,0.60218,0.6273,0.43904,0.63039,0.53116,0.54054,0.34238,0.94372,2.14642,1.34455,1.08444,0.0011554,0.0011554,0.0011554
33,82.2306,0.83336,1.59576,0.88278,1.01762,0.55967,0.65771,0.60047,0.41184,0.53818,0.6276,0.54844,0.33408,0.98464,2.10535,1.27224,1.12823,0.00113889,0.00113889,0.00113889
34,84.5999,0.83881,1.46488,0.84133,1.02191,0.53663,0.59908,0.54971,0.35221,0.47871,0.56361,0.48297,0.28791,1.06115,2.20381,1.35047,1.18934,0.00112239,0.00112239,0.00112239
35,87.0204,0.83719,1.52892,0.83841,1.01821,0.64347,0.67914,0.6707,0.43053,0.5654,0.62434,0.56308,0.34176,1.06008,2.05641,1.1117,1.1814,0.00110589,0.00110589,0.00110589
36,89.4317,0.83326,1.45024,0.80201,1.02253,0.5094,0.60979,0.54588,0.36124,0.46827,0.55696,0.46636,0.28637,1.05143,2.13403,1.29323,1.18589,0.00108938,0.00108938,0.00108938
37,91.8603,0.81374,1.47065,0.80345,1.01512,0.55895,0.64357,0.58985,0.38269,0.52782,0.59363,0.51394,0.30232,1.0726,2.20051,1.30414,1.17734,0.00107288,0.00107288,0.00107288
38,94.2914,0.82076,1.43639,0.79015,1.00562,0.68705,0.65739,0.68614,0.47564,0.64857,0.61653,0.59052,0.37812,0.95929,2.25809,1.08458,1.118,0.00105638,0.00105638,0.00105638
39,96.7038,0.83692,1.52391,0.84438,1.02977,0.67305,0.64573,0.67801,0.45875,0.63013,0.6072,0.60909,0.36925,1.00966,2.28735,1.13609,1.15435,0.00103987,0.00103987,0.00103987
40,99.1677,0.82185,1.45386,0.81801,1.02133,0.57906,0.69733,0.65839,0.46698,0.54627,0.65417,0.5605,0.35355,0.87768,2.17815,1.0398,1.0657,0.00102337,0.00102337,0.00102337
41,101.549,0.76107,1.38326,0.77219,0.98595,0.65029,0.65069,0.70162,0.50467,0.61017,0.59442,0.60927,0.37829,0.89642,2.16161,1.05782,1.09148,0.00100687,0.00100687,0.00100687
42,104.238,0.79653,1.41497,0.73675,1.0015,0.73492,0.64239,0.70582,0.50377,0.67704,0.59936,0.63174,0.40627,0.87784,2.10796,1.04851,1.07385,0.000990365,0.000990365,0.000990365
43,106.669,0.75886,1.34773,0.73821,0.99218,0.67331,0.61746,0.68094,0.49358,0.65019,0.60376,0.61828,0.39309,0.89121,2.12524,1.01807,1.08164,0.000973861,0.000973861,0.000973861
44,109.104,0.81265,1.46998,0.80021,1.01633,0.61264,0.67998,0.65768,0.47392,0.55145,0.62052,0.56594,0.35847,0.92353,2.22343,1.03766,1.11451,0.000957358,0.000957358,0.000957358
45,111.573,0.76901,1.35581,0.73608,1.00153,0.6324,0.64064,0.60449,0.43665,0.54379,0.64036,0.5247,0.34834,0.93709,2.13568,1.07038,1.09291,0.000940855,0.000940855,0.000940855
46,113.965,0.80212,1.37017,0.76115,1.00491,0.64595,0.70306,0.67395,0.47339,0.62783,0.61746,0.60622,0.38005,0.91062,2.12912,1.02444,1.07352,0.000924352,0.000924352,0.000924352
47,116.386,0.78427,1.40072,0.71801,0.98493,0.68345,0.68932,0.70194,0.5024,0.62418,0.63625,0.62547,0.39406,0.89361,2.14609,0.8935,1.08746,0.000907848,0.000907848,0.000907848
48,118.785,0.77201,1.36547,0.70543,0.97804,0.62573,0.72766,0.70979,0.50401,0.60331,0.6656,0.62718,0.40251,0.90586,2.11513,0.90548,1.09877,0.000891345,0.000891345,0.000891345
49,121.165,0.77771,1.27848,0.68713,0.98769,0.74409,0.65519,0.72267,0.51057,0.68668,0.61068,0.62857,0.40246,0.89388,2.19591,0.93731,1.08612,0.000874842,0.000874842,0.000874842
50,123.505,0.75719,1.38062,0.7033,0.99442,0.71475,0.66977,0.72098,0.5312,0.67462,0.63605,0.64411,0.42245,0.91529,2.25013,0.93602,1.07742,0.000858338,0.000858338,0.000858338
51,125.926,0.77264,1.39218,0.70966,0.99795,0.70224,0.71679,0.71392,0.52758,0.64322,0.662,0.64086,0.42,0.89118,2.34075,0.9445,1.07713,0.000841835,0.000841835,0.000841835
52,128.599,0.73619,1.3066,0.66945,0.97737,0.74928,0.67736,0.72278,0.52275,0.71069,0.623,0.63516,0.41569,0.93402,2.25623,0.86408,1.12431,0.000825332,0.000825332,0.000825332
53,131.026,0.73555,1.2977,0.66862,0.97337,0.64333,0.66387,0.67464,0.49678,0.63552,0.63341,0.61953,0.39652,0.91667,2.22904,0.95087,1.10792,0.000808828,0.000808828,0.000808828
54,133.372,0.75901,1.37256,0.70752,0.98911,0.63183,0.6765,0.65917,0.48353,0.61236,0.62889,0.60159,0.39187,0.86358,2.15898,0.94781,1.07745,0.000792325,0.000792325,0.000792325
55,135.768,0.74455,1.304,0.68768,0.9837,0.64518,0.72206,0.70822,0.51169,0.59741,0.67179,0.61542,0.40871,0.85751,2.18451,0.88038,1.07319,0.000775822,0.000775822,0.000775822
56,138.197,0.72912,1.28526,0.6473,0.97412,0.7239,0.68599,0.71666,0.52149,0.66544,0.64145,0.63931,0.41077,0.87513,2.33991,0.94986,1.08474,0.000759318,0.000759318,0.000759318
57,140.551,0.71319,1.26829,0.68123,0.98467,0.71345,0.69965,0.67941,0.50023,0.66534,0.65255,0.60656,0.39626,0.89465,2.20851,0.93434,1.09552,0.000742815,0.000742815,0.000742815
58,142.957,0.69911,1.22997,0.63574,0.96191,0.63225,0.70562,0.65864,0.4863,0.6559,0.60056,0.58035,0.37541,0.92302,2.30423,0.93685,1.12797,0.000726312,0.000726312,0.000726312
59,145.278,0.72088,1.30173,0.65765,0.96995,0.70282,0.68613,0.69112,0.48114,0.67987,0.61186,0.61759,0.38768,0.95601,2.22338,0.95449,1.1277,0.000709809,0.000709809,0.000709809
60,147.733,0.71203,1.23996,0.62944,0.96361,0.65435,0.73154,0.69839,0.49839,0.61057,0.67822,0.62553,0.39564,0.89449,2.14526,0.92978,1.08435,0.000693305,0.000693305,0.000693305
61,150.111,0.7056,1.19687,0.6306,0.94747,0.62685,0.73988,0.67613,0.48872,0.59283,0.70734,0.60289,0.38049,0.87034,2.07979,0.93511,1.06706,0.000676802,0.000676802,0.000676802
62,152.738,0.72782,1.25103,0.64713,0.9672,0.6932,0.64658,0.67503,0.49233,0.62954,0.60445,0.59548,0.389,0.8722,2.07421,0.92672,1.06419,0.000660299,0.000660299,0.000660299
63,155.115,0.70246,1.22051,0.64314,0.97072,0.77262,0.62541,0.703,0.50984,0.70863,0.57215,0.62094,0.41352,0.88592,2.07981,0.97858,1.09769,0.000643795,0.000643795,0.000643795
64,157.589,0.71037,1.24321,0.62633,0.97274,0.73545,0.68936,0.71118,0.52291,0.68491,0.64313,0.62885,0.42214,0.83762,2.10446,0.95166,1.0612,0.000627292,0.000627292,0.000627292
65,159.98,0.69288,1.18958,0.62183,0.95479,0.73763,0.6778,0.68379,0.51178,0.62691,0.68998,0.60969,0.40854,0.84171,2.13742,0.90865,1.06265,0.000610789,0.000610789,0.000610789
66,162.337,0.71584,1.26427,0.63145,0.97192,0.6889,0.75609,0.71648,0.53654,0.70941,0.63885,0.62095,0.41712,0.8654,2.13645,0.89579,1.07687,0.000594286,0.000594286,0.000594286
67,164.744,0.70949,1.24142,0.63709,0.95374,0.75007,0.70818,0.74576,0.56203,0.71378,0.6765,0.67382,0.44561,0.8345,2.12583,0.83914,1.06349,0.000577782,0.000577782,0.000577782
68,167.145,0.68965,1.18775,0.60238,0.95676,0.73237,0.6791,0.72819,0.55764,0.70306,0.63372,0.65806,0.43358,0.8544,2.09461,0.86501,1.07687,0.000561279,0.000561279,0.000561279
69,169.578,0.68754,1.20146,0.62087,0.95876,0.72142,0.67161,0.721,0.54838,0.65499,0.69446,0.65363,0.42604,0.83132,2.10908,0.85518,1.05843,0.000544776,0.000544776,0.000544776
70,171.974,0.68347,1.24358,0.59305,0.95794,0.70182,0.69206,0.71013,0.53319,0.68204,0.66919,0.6422,0.41214,0.81556,2.04572,0.83648,1.06184,0.000528272,0.000528272,0.000528272
71,174.619,0.66181,1.11314,0.57593,0.95581,0.67658,0.79803,0.7219,0.53666,0.63053,0.73639,0.63331,0.41856,0.84592,1.96556,0.84548,1.06455,0.000511769,0.000511769,0.000511769
72,176.992,0.67429,1.13986,0.57096,0.94533,0.69277,0.77921,0.73812,0.53097,0.63677,0.66302,0.62753,0.41415,0.86001,2.0164,0.88483,1.07512,0.000495266,0.000495266,0.000495266
73,179.382,0.68465,1.22929,0.59004,0.956,0.71867,0.73357,0.7411,0.53803,0.5964,0.67808,0.61937,0.41909,0.86462,1.97708,0.85231,1.06139,0.000478762,0.000478762,0.000478762
74,181.706,0.69787,1.18643,0.62375,0.95573,0.70681,0.71412,0.74045,0.54676,0.63786,0.68588,0.63685,0.41092,0.83788,1.97238,0.84572,1.0533,0.000462259,0.000462259,0.000462259
75,184.094,0.67806,1.17062,0.61718,0.95625,0.77629,0.69133,0.76323,0.56919,0.69791,0.68764,0.69027,0.43533,0.81144,1.94347,0.8167,1.02121,0.000445756,0.000445756,0.000445756
76,186.572,0.66209,1.16655,0.59277,0.94217,0.75758,0.71605,0.76769,0.57459,0.70148,0.67907,0.68972,0.44417,0.8121,1.94908,0.78147,1.03216,0.000429253,0.000429253,0.000429253
77,189.006,0.6419,1.16245,0.55127,0.93867,0.72374,0.72701,0.74576,0.55036,0.67424,0.66825,0.66498,0.43393,0.80426,1.93885,0.78051,1.03734,0.000412749,0.000412749,0.000412749
78,191.423,0.62368,1.08475,0.53261,0.92468,0.66448,0.77664,0.72383,0.53753,0.65108,0.70218,0.67163,0.43383,0.82101,1.94086,0.80535,1.05434,0.000396246,0.000396246,0.000396246
79,193.825,0.64762,1.11298,0.56127,0.94163,0.65268,0.77503,0.71609,0.53435,0.65796,0.7013,0.68128,0.44065,0.83776,1.97944,0.80443,1.06252,0.000379743,0.000379743,0.000379743
80,196.501,0.65437,1.10528,0.56909,0.93559,0.7109,0.71564,0.72576,0.53983,0.66738,0.67489,0.65714,0.43642,0.82574,1.9882,0.79434,1.05286,0.000363239,0.000363239,0.000363239
81,198.884,0.62975,1.07507,0.54969,0.93887,0.66721,0.73555,0.7167,0.53387,0.65713,0.66355,0.62609,0.42119,0.82544,1.93376,0.8086,1.04983,0.000346736,0.000346736,0.000346736
82,201.335,0.63615,1.08672,0.55213,0.941,0.67758,0.75866,0.71806,0.53363,0.63207,0.67306,0.61162,0.41136,0.81557,1.93706,0.83983,1.03037,0.000330233,0.000330233,0.000330233
83,203.717,0.63202,1.09674,0.54677,0.92689,0.70385,0.7514,0.73929,0.54399,0.64684,0.67562,0.61298,0.41905,0.82185,2.00823,0.82887,1.04099,0.000313729,0.000313729,0.000313729
84,206.144,0.63363,1.14582,0.55535,0.9277,0.65798,0.75866,0.73144,0.54584,0.64704,0.66877,0.62949,0.42725,0.82232,2.06286,0.8386,1.04198,0.000297226,0.000297226,0.000297226
85,208.636,0.61522,1.09516,0.52748,0.91603,0.71468,0.72317,0.74638,0.55339,0.69023,0.69057,0.68168,0.44594,0.81055,2.03653,0.79759,1.03592,0.000280723,0.000280723,0.000280723
86,211.066,0.61986,1.10742,0.52706,0.92271,0.74058,0.70815,0.74484,0.56148,0.69737,0.6739,0.688,0.45358,0.78731,1.98796,0.76366,1.01684,0.00026422,0.00026422,0.00026422
87,213.519,0.644,1.12534,0.55133,0.94286,0.70311,0.71928,0.72817,0.55027,0.67657,0.69189,0.676,0.44669,0.78619,1.95536,0.76694,1.02959,0.000247716,0.000247716,0.000247716
88,215.986,0.61459,1.07684,0.51831,0.93268,0.68805,0.71307,0.70759,0.5441,0.67838,0.6491,0.64683,0.42898,0.78518,2.03819,0.81577,1.02652,0.000231213,0.000231213,0.000231213
89,218.661,0.6056,1.05581,0.49398,0.91659,0.68079,0.73811,0.71648,0.5503,0.65779,0.69445,0.65454,0.43033,0.78304,2.05601,0.80821,1.02022,0.00021471,0.00021471,0.00021471
90,221.028,0.60867,1.06375,0.52265,0.93204,0.68892,0.74113,0.72904,0.56276,0.65548,0.70517,0.66978,0.43608,0.77115,2.04011,0.79233,1.01624,0.000198206,0.000198206,0.000198206
91,224.681,0.59715,1.08047,0.54187,0.92578,0.76454,0.67474,0.74872,0.56919,0.66229,0.70506,0.66907,0.44459,0.78206,2.02175,0.77967,1.02432,0.000181703,0.000181703,0.000181703
92,227.087,0.58681,1.02759,0.50901,0.90488,0.67692,0.72441,0.74103,0.5639,0.64392,0.67903,0.65068,0.43539,0.79398,1.94799,0.78798,1.04316,0.0001652,0.0001652,0.0001652
93,229.377,0.56384,0.96492,0.47149,0.89641,0.70673,0.70867,0.74516,0.56467,0.66585,0.65936,0.66709,0.44133,0.79562,1.95424,0.77489,1.04537,0.000148696,0.000148696,0.000148696
94,231.645,0.57776,0.98054,0.50415,0.90949,0.71854,0.68848,0.74607,0.56331,0.71057,0.64686,0.66884,0.44632,0.79686,1.9567,0.76981,1.04847,0.000132193,0.000132193,0.000132193
95,233.957,0.56324,0.99345,0.47506,0.89463,0.71443,0.72529,0.74959,0.56523,0.66966,0.67146,0.66489,0.4504,0.7944,1.93832,0.77012,1.04607,0.00011569,0.00011569,0.00011569
96,236.332,0.57072,0.9661,0.47147,0.90811,0.696,0.72696,0.75198,0.57076,0.70164,0.6491,0.67434,0.45116,0.78471,1.94952,0.76789,1.03729,9.91865e-05,9.91865e-05,9.91865e-05
97,238.596,0.58292,1.03154,0.48689,0.91386,0.74564,0.69081,0.75137,0.56989,0.71828,0.64449,0.67566,0.45228,0.78544,1.97789,0.77283,1.03616,8.26832e-05,8.26832e-05,8.26832e-05
98,241.219,0.55351,0.94237,0.45893,0.89848,0.7182,0.68588,0.74105,0.56675,0.71302,0.63456,0.67084,0.44888,0.78449,1.97017,0.77401,1.03706,6.61799e-05,6.61799e-05,6.61799e-05
99,243.553,0.56475,0.96969,0.47464,0.90986,0.72781,0.68197,0.74431,0.56783,0.70549,0.62304,0.67186,0.44589,0.78276,1.97594,0.76451,1.03614,4.96766e-05,4.96766e-05,4.96766e-05
100,245.87,0.56767,0.99138,0.47109,0.92982,0.72358,0.69449,0.7481,0.5686,0.70199,0.65167,0.67833,0.44237,0.78332,1.97688,0.76225,1.03697,3.31733e-05,3.31733e-05,3.31733e-05
